Word,Taboo,Arousal,Valence,CNC,Nmorph,BodyPart,Religious,BodyActs,Disease,Female,Male,SES,Mental,POS,Noun,Mod,Verb,Freq,Polysemy,Nlett,Nphones,NSyll,SyllComplexity,ClosedSyll,Stops,Fricatives
scream,1.339622642,6.74,3.02,4.32,1,0,0,1,0,0,0,0,0,Verb,0,0,1,26.41,6,6,5,1,1,1,1,1
meek,1.339622642,3.14,4.92,2.22,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,1.73,3,4,3,1,0,1,1,0
shrimp,1.339285714,3.78,6.95,4.8,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.71,4,6,5,1,1,1,1,1
compromise,1.339285714,3.36,5.62,1.8,1,0,0,0,0,0,0,0,0,Verb,0,0,1,7.02,5,10,9,3,0.333333333,0.666666667,0.666666667,0.333333333
yellow,1.338983051,3.83,6.09,4.3,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,33.8,8,6,4,2,0,0,0,0
rip,1.333333333,5.26,3.28,3.79,1,0,0,0,0,0,0,0,0,Verb,0,0,1,20.16,8,3,3,1,0,1,1,0
finger,1.333333333,4.15,5.8,5,1,1,0,1,0,0,0,0,0,Noun,1,0,0,36.67,14,6,5,2,0,0.5,0.5,0.5
ear,1.333333333,3.5,5.86,5,1,1,0,0,0,0,0,0,0,Noun,1,0,0,32,10,3,2,1,0,1,0,0
kidney,1.333333333,3.95,4.9,4.96,1,1,0,0,0,0,0,0,0,Noun,1,0,0,9.69,1,6,5,2,0,0.5,1,0
arm,1.333333333,3.44,5.44,4.96,1,1,0,0,0,0,0,0,0,Noun,1,0,0,65.41,24,3,3,1,0,1,0,0
wrist,1.333333333,3.27,5.06,4.93,1,1,0,0,0,0,0,0,0,Noun,1,0,0,10.33,1,5,4,1,0,1,1,1
foot,1.333333333,2.77,4.68,4.9,1,1,0,0,0,0,0,0,0,Noun,1,0,0,64.92,28,4,3,1,0,1,1,1
shin,1.333333333,3.68,5.09,4.86,1,1,0,0,0,0,0,0,0,Noun,1,0,0,3.08,5,4,3,1,0,1,0,1
cheek,1.333333333,3.47,5.9,4.83,1,1,0,0,0,0,0,0,0,Noun,1,0,0,7.16,5,5,3,1,0,1,1,1
mouth,1.333333333,4.14,5.59,4.74,1,1,0,0,0,0,0,0,0,Noun,1,0,0,104.41,11,5,4,1,0,1,0,1
trachea,1.333333333,4.21,4.73,4.48,1,1,0,0,0,0,0,0,0,Noun,1,0,0,0.69,2,7,6,3,0.333333333,0,0.666666667,0
dirt,1.327272727,3.44,4.5,4.86,1,0,0,0,0,0,0,1,0,Noun,1,0,0,25.69,10,4,3,1,0,1,2,0
dip,1.322033898,3.35,5.42,4.22,1,0,0,0,0,0,0,0,0,Verb,0,0,1,7.96,23,3,3,1,0,1,2,0
headache,1.322033898,4.27,2.22,3.9,2,0,0,0,0,0,0,0,0,Noun,1,0,0,14.1,2,8,5,2,0,1,1,0.5
unable,1.322033898,3.61,2.96,1.77,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,10.25,3,6,6,3,0,0.666666667,0.333333333,0
uncomfortable,1.321428571,5.5,2.7,2.07,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,15.65,2,13,10,4,0,0.75,0.75,0
breakdown,1.320754717,4.73,3.48,2.75,2,0,0,0,0,0,0,0,0,Noun,1,0,0,7.31,4,9,8,2,0.5,1,1.5,0
giant,1.314814815,5.1,5.41,4.3,1,0,0,0,0,0,1,0,0,Adjective,0,1,0,27.06,8,5,5,2,0,0.5,0.5,0.5
tomb,1.303571429,4.06,3.58,4.73,1,0,1,0,0,0,0,0,0,Noun,1,0,0,5.63,2,4,3,1,0,1,1,0
worship,1.303571429,3.78,5.57,2.62,1,0,1,1,0,0,0,0,0,Verb,0,0,1,8.02,5,7,5,2,0,0.5,0.5,0.5
vampire,1.301886792,5.17,4.05,4.18,1,0,0,0,0,0,1,0,0,Noun,1,0,0,17.53,1,7,7,3,0,0.666666667,0.333333333,0.333333333
unconscious,1.3,4.55,3.81,2.45,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,11.43,4,11,8,3,0,1,0.333333333,0.666666667
icebox,1.296296296,3.39,5.67,4.71,2,0,0,0,0,0,0,0,0,Noun,1,0,0,2.43,1,6,6,2,0,1,1,1
illness,1.296296296,5.11,1.95,3.54,2,0,0,0,1,0,0,0,0,Noun,1,0,0,7.27,2,7,5,2,0,1,0,0.5
knee,1.296296296,4.25,4.7,5,1,1,0,1,0,0,0,0,0,Noun,1,0,0,14.69,3,4,2,1,0,0,0,0
neck,1.296296296,3.65,5.44,5,1,1,0,0,0,0,0,0,0,Noun,1,0,0,59.51,6,4,3,1,0,1,1,0
thumb,1.296296296,3.84,5.62,4.96,1,1,0,0,0,0,0,0,0,Noun,1,0,0,11.82,6,5,3,1,0,1,0,1
teeth,1.296296296,3.8,5,4.96,1,1,0,0,0,0,0,0,0,Noun,1,0,0,47.84,2,5,3,1,0,1,1,1
tongue,1.296296296,4.25,6.29,4.93,1,1,0,1,0,0,0,0,0,Noun,1,0,0,31.16,10,6,3,1,0,1,1,0
toe,1.296296296,3.1,5.24,4.93,1,1,0,0,0,0,0,0,0,Noun,1,0,0,12.69,9,3,2,1,0,0,1,0
shoulder,1.296296296,2.96,5.1,4.93,1,1,0,1,0,0,0,0,0,Noun,1,0,0,26.2,8,8,5,2,0,0.5,0.5,0.5
thigh,1.296296296,5.32,5.22,4.9,1,1,0,0,0,1,0,0,0,Noun,1,0,0,3.75,2,5,2,1,0,0,0,1
jaw,1.296296296,4.09,4.41,4.87,1,1,0,0,0,0,1,0,0,Noun,1,0,0,7.14,7,3,2,1,0,0,0,1
eyebrow,1.296296296,2.91,5.26,4.85,1,1,0,0,0,0,0,0,0,Noun,1,0,0,1.39,1,7,5,2,0.5,0,0.5,0
leg,1.296296296,2.75,6.22,4.83,1,1,0,0,0,0,0,0,0,Noun,1,0,0,56.51,9,3,3,1,0,1,1,0
armpit,1.296296296,3.57,4.1,4.8,1,1,0,0,0,0,0,0,0,Noun,1,0,0,1.25,1,6,6,2,0,1,1,0
pancreas,1.296296296,2.74,4.14,4.79,1,1,0,0,0,0,0,0,0,Noun,1,0,0,0.78,1,8,8,3,0.333333333,0.666666667,0.666666667,0.333333333
hand,1.296296296,3.98,5.9,4.72,1,1,0,0,0,0,0,0,0,Noun,1,0,0,279.65,32,4,4,1,0,1,1,1
forearm,1.296296296,3.75,5.58,4.69,2,1,0,0,0,0,0,0,0,Noun,1,0,0,0.98,2,7,6,2,0,1,0,0.5
brain,1.296296296,3.35,6.22,4.69,1,1,0,0,0,0,0,0,0,Noun,1,0,0,77.02,14,5,4,1,1,1,1,0
liver,1.296296296,3.27,4.19,4.68,1,1,0,0,0,0,0,0,0,Noun,1,0,0,14.29,5,5,4,2,0,0,0,0.5
calf,1.296296296,3.7,5.44,4.48,1,1,1,0,0,0,0,0,0,Noun,1,0,0,2.96,4,4,3,1,0,1,1,1
back,1.296296296,2.59,4.76,4.33,1,1,0,0,0,0,0,0,0,Adverb,0,1,0,2009.16,56,4,3,1,0,1,2,0
vice,1.293103448,3.96,3.81,2.46,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,18.63,2,4,3,1,0,1,0,2
corporate,1.290909091,4.74,4.9,2.27,1,0,0,0,0,0,1,1,0,Adjective,0,1,0,10.22,4,9,7,3,0,1,1,0
trailer,1.288135593,2.85,4.44,4.79,2,0,0,0,0,0,0,1,0,Noun,1,0,0,11.35,4,7,5,2,0.5,0,0.5,0
plug,1.288135593,3.35,4.42,4.64,1,0,0,0,0,0,0,0,0,Noun,1,0,0,10.41,13,4,4,1,1,1,2,0
gender,1.288135593,4.05,5.05,3.33,1,0,0,0,0,0,0,0,0,Noun,1,0,0,2.8,2,6,5,2,0,0.5,0.5,0.5
fight,1.285714286,6.33,3.54,4.2,1,0,0,1,0,0,1,0,0,Verb,0,0,1,201.08,9,5,3,1,0,1,1,1
rough,1.285714286,5.43,3.68,3.83,1,0,0,0,0,0,1,0,0,Adjective,0,1,0,37.39,18,5,3,1,0,1,0,1
nursing,1.285714286,3.57,6.39,3.76,2,0,0,0,0,1,0,0,0,Noun,1,0,0,6.33,3,7,5,2,0,0.5,0,0.5
surveillance,1.283018868,4.85,3.35,3.11,2,0,0,0,0,0,0,0,0,Noun,1,0,0,18.67,1,12,7,3,0,0.333333333,0,0.666666667
bite,1.280701754,5.1,3.52,4.44,1,0,0,1,0,0,0,0,0,Verb,0,0,1,40.78,13,4,3,1,0,1,2,0
goddess,1.280701754,4.55,6.63,2.63,2,0,1,0,0,1,0,0,0,Noun,1,0,0,8.76,1,7,5,2,0,0.5,1,0.5
wink,1.275862069,4.75,6.62,4.23,1,0,0,1,0,0,0,0,0,Noun,1,0,0,3.53,7,4,4,1,0,1,1,0
caress,1.275862069,4.6,6.82,4.14,1,0,0,1,0,1,0,0,0,Verb,0,0,1,1.35,2,6,5,2,0,0.5,0.5,0.5
flip,1.275862069,4.62,5.6,3.97,1,0,0,0,0,0,0,0,0,Verb,0,0,1,14.27,18,4,4,1,1,1,1,1
confusing,1.275862069,5.09,3,1.84,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,9.84,2,9,9,3,0.333333333,0.666666667,0.333333333,0.666666667
rusty,1.267857143,4.24,3.5,3.9,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,12.88,4,5,5,2,0.5,0,0.5,0.5
stretch,1.267857143,4.73,5,3.62,1,0,0,1,0,0,0,0,0,Verb,0,0,1,14.67,20,7,5,1,1,1,1,2
reservation,1.267857143,4.24,5,3.14,2,0,0,0,0,0,0,1,0,Noun,1,0,0,10.31,7,11,9,4,0,0.25,0,0.75
ham,1.266666667,4.2,4.65,4.9,1,0,0,0,0,0,0,0,0,Noun,1,0,0,11.59,5,3,3,1,0,1,0,1
detention,1.266666667,4.57,3.28,3.26,2,0,0,0,0,0,0,0,0,Noun,1,0,0,6.53,2,9,8,3,0,0.666666667,0.666666667,0.333333333
sad,1.264150943,3.49,2.1,3.07,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,63.37,3,3,3,1,0,1,1,1
international,1.264150943,3.95,5.65,2.82,3,0,0,0,0,0,0,0,0,Adjective,0,1,0,14.22,3,13,10,4,0,0.75,0.25,0.25
shorts,1.263157895,4.23,5.95,4.82,2,0,0,0,0,0,0,0,0,Noun,1,0,0,9.41,2,6,5,1,0,1,1,2
baggage,1.263157895,4,4.5,4.43,2,0,0,0,0,0,0,0,0,Noun,1,0,0,6.24,3,7,5,2,0,0.5,1,0.5
tricky,1.263157895,4.86,4.78,2.04,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,7.96,3,6,5,2,0.5,0,1,0
nervous,1.263157895,5.51,3.56,1.85,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,67.16,5,7,5,2,0,0.5,0,1
sub,1.259259259,3.35,5,3.46,1,0,0,0,0,0,0,0,0,Noun,1,0,0,7.65,3,3,3,1,0,1,1,1
elephant,1.254545455,4.23,6.17,5,1,0,0,0,0,0,0,0,0,Noun,1,0,0,11.37,2,8,7,3,0,0.333333333,0.333333333,0.333333333
shack,1.254545455,3.33,3.89,4.93,1,0,0,0,0,0,0,1,0,Noun,1,0,0,5.65,3,5,3,1,0,1,1,1
competition,1.254545455,5.75,5.33,3.86,2,0,0,0,0,0,0,0,0,Noun,1,0,0,20.9,4,11,10,4,0,0.5,0.75,0.25
surgery,1.25,5.55,3.18,4.34,1,0,0,1,0,0,0,0,0,Noun,1,0,0,32.37,4,7,5,2,0,0.5,0,1
revolution,1.25,5.68,4.81,2.87,2,0,0,0,0,0,0,0,0,Noun,1,0,0,12.33,3,10,9,4,0,0.25,0,0.5
probation,1.25,4.3,3.6,2.48,2,0,0,0,0,0,0,0,0,Noun,1,0,0,5.86,3,9,8,3,0.333333333,0.333333333,0.666666667,0.333333333
immortal,1.245614035,5.3,6.24,2,2,0,1,0,0,0,0,0,0,Adjective,0,1,0,5.1,3,8,7,3,0,0.666666667,0.333333333,0
withdraw,1.245283019,3.95,4.11,3.04,2,0,0,0,0,0,0,0,0,Verb,0,0,1,6.61,12,8,6,2,0.5,0.5,0.5,0.5
refer,1.245283019,4.09,5.18,2.41,1,0,0,0,0,0,0,0,0,Verb,0,0,1,7.33,7,5,4,2,0,0,0,0.5
hose,1.24137931,4.54,5,4.87,1,0,0,0,0,0,1,0,0,Noun,1,0,0,8.06,4,4,3,1,0,1,0,2
cannon,1.24137931,5.09,4.74,4.79,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.71,16,6,5,2,0,0.5,0.5,0
forbid,1.24137931,4.85,2.82,1.96,1,0,0,0,0,0,0,0,0,Verb,0,0,1,8.55,2,6,5,2,0,0.5,1,0.5
police,1.240740741,5.95,4.59,4.79,1,0,0,0,0,0,1,1,0,Noun,1,0,0,236.16,2,6,5,2,0,0.5,0.5,0.5
break,1.240740741,4.71,5.1,3.71,1,0,0,0,0,0,0,0,0,Verb,0,0,1,221.08,134,5,4,1,1,1,2,0
joke,1.240740741,5.73,7.88,2.9,1,0,0,0,0,0,0,0,0,Noun,1,0,0,73.02,6,4,3,1,0,1,1,1
bump,1.237288136,4.75,5.05,4.1,1,0,0,0,0,0,0,0,0,Noun,1,0,0,12.35,8,4,4,1,0,1,2,0
snuggle,1.237288136,5.54,7.63,3.52,1,0,0,1,0,0,0,0,0,Verb,0,0,1,1.29,3,7,6,2,0.5,0.5,0.5,0.5
prosecutor,1.236363636,6.17,3.55,4.24,2,0,0,0,0,0,1,0,0,Noun,1,0,0,7.18,1,10,10,4,0.5,0,0.75,0.25
slight,1.236363636,3.78,4.6,1.9,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,10.18,5,6,4,1,1,1,1,1
roast,1.233333333,4.05,5.74,4.4,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,9.78,5,5,4,1,0,1,1,1
puppet,1.232142857,4.43,5.56,4.64,1,0,0,0,0,0,0,0,0,Noun,1,0,0,5.47,3,6,5,2,0,0.5,1.5,0
possession,1.232142857,4.04,5.14,2.96,2,0,1,0,0,0,0,0,0,Noun,1,0,0,13.33,7,10,7,3,0,0.333333333,0.333333333,0.666666667
psychic,1.232142857,4.71,5.67,2.37,1,0,0,0,0,1,0,0,0,Adjective,0,1,0,11.86,3,7,5,2,0,0.5,1,0.5
robot,1.228070175,4.43,6.18,4.65,1,0,0,0,0,0,1,0,0,Noun,1,0,0,12.18,1,5,5,2,0,0.5,1,0
pain,1.228070175,6.27,2,3.5,1,0,0,0,0,0,0,0,1,Noun,1,0,0,97.94,7,4,3,1,0,1,1,0
secretary,1.226415094,3.8,5.18,4.54,1,0,0,0,0,1,0,0,0,Noun,1,0,0,33.22,4,9,9,4,0.25,0.25,0.5,0.25
equal,1.226415094,3.52,6.47,2.56,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,13.37,6,5,5,2,0.5,0.5,0.5,0
crash,1.224137931,4.55,2.9,3.79,1,0,0,0,0,0,0,0,0,Noun,1,0,0,28.65,18,5,4,1,1,1,1,1
priest,1.222222222,3.76,4.5,4.77,1,0,1,0,0,0,1,0,0,Noun,1,0,0,26.2,2,6,5,1,1,1,2,1
flood,1.222222222,5.31,2.76,4.62,1,0,1,0,0,0,0,0,0,Noun,1,0,0,5.71,10,5,4,1,1,1,1,1
emergency,1.222222222,6.43,2.72,2.41,1,0,0,0,0,0,0,0,0,Noun,1,0,0,54.43,3,9,8,4,0,0.25,0,0.5
obligation,1.222222222,5.76,4.68,2.04,2,0,0,0,0,0,0,0,0,Noun,1,0,0,6.75,5,10,9,4,0.25,0.25,0.5,0.25
utter,1.220338983,3.9,4.76,3.03,1,0,0,1,0,0,0,0,0,Adjective,0,1,0,5.04,6,5,3,2,0,0,0.5,0
thrill,1.220338983,7.19,7.37,2.46,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.41,7,6,4,1,1,1,0,1
point,1.218181818,3.86,5.45,3.39,1,0,0,1,0,0,0,0,0,Noun,1,0,0,236.53,40,5,5,1,0,1,2,0
single,1.218181818,3.85,5.39,3.27,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,72.08,10,6,6,2,0,1,0.5,0.5
divide,1.216666667,4.62,4.78,2.86,1,0,0,0,0,0,0,0,0,Verb,0,0,1,5.84,8,6,5,2,0,0.5,1,0.5
locker,1.214285714,3.35,4.79,4.67,1,0,0,0,0,0,0,0,0,Noun,1,0,0,15.98,3,6,4,2,0,0,0.5,0
spray,1.214285714,4,5.06,4.5,1,0,0,0,0,0,0,0,0,Noun,1,0,0,9.65,18,5,4,1,1,0,1,1
alarm,1.214285714,6.85,3.86,4.47,1,0,0,0,0,0,0,0,1,Noun,1,0,0,29.84,6,5,5,2,0,0.5,0,0
response,1.214285714,3.56,5.95,3,1,0,0,0,0,0,0,0,0,Noun,1,0,0,16.1,7,8,6,2,0.5,0.5,0.5,0.5
mature,1.214285714,3.48,5.95,1.86,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,8.22,11,6,5,2,0,0.5,0,0.5
force,1.211538462,5.35,4.17,3,1,0,0,0,0,0,1,0,0,Noun,1,0,0,70.67,19,5,4,1,0,1,0,2
princess,1.210526316,5.42,7.64,4.72,1,0,0,0,0,1,0,1,0,Noun,1,0,0,39.59,1,8,7,2,0.5,1,0.5,1
bound,1.210526316,5.55,4.05,3.43,1,0,0,0,0,0,0,0,0,Verb,0,0,1,18.43,17,5,5,1,0,1,2,0
genetic,1.210526316,3.83,4.79,2.73,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,7.55,4,7,7,3,0,0.333333333,0.666666667,0.333333333
intense,1.20754717,6.6,5.65,2.41,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,10.2,3,7,5,2,0,1,0.5,0
obey,1.206896552,4.1,5.13,2.67,1,0,0,0,0,0,0,0,0,Verb,0,0,1,8.94,1,4,3,2,0,0,0.5,0
receipt,1.203703704,4.5,5.41,4.86,1,0,0,0,0,0,0,1,0,Noun,1,0,0,7.43,4,7,5,2,0,0.5,0.5,0.5
holler,1.203703704,4.75,3.68,3.57,1,0,0,1,0,0,0,0,0,Verb,0,0,1,5.9,5,6,4,2,0,0,0,0.5
waist,1.203389831,4,5.32,4.72,1,1,0,0,0,1,0,0,0,Noun,1,0,0,5.14,2,5,4,1,0,1,1,1
manage,1.203389831,3.52,4.71,2,1,0,0,0,0,0,0,0,0,Verb,0,0,1,21.47,7,6,5,2,0,0.5,0,0.5
ghost,1.2,5.7,4.23,3.19,1,0,1,0,0,0,0,0,0,Noun,1,0,0,36.59,7,5,4,1,0,1,2,1
hold,1.196721311,4.86,6.05,3.68,1,0,0,1,0,0,0,0,0,Verb,0,0,1,436.73,45,4,4,1,0,1,1,1
piece,1.196428571,3.57,5.23,4.14,1,0,0,0,0,0,0,0,0,Noun,1,0,0,124.49,18,5,3,1,0,1,1,1
hairpin,1.192982456,3.71,5.05,4.83,2,0,0,0,0,1,0,0,0,Noun,1,0,0,0.35,1,7,6,2,0,1,0.5,0.5
top,1.192982456,4.33,6,3.93,1,0,0,0,0,0,0,0,0,Noun,1,0,0,133.43,22,3,3,1,0,1,2,0
balcony,1.192307692,4,6.11,4.68,1,0,0,0,0,0,0,0,0,Noun,1,0,0,7.31,2,7,7,3,0,0.333333333,0.666666667,0
alone,1.192307692,4,3.85,2.86,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,308.53,6,5,4,2,0,0.5,0,0
prairie,1.189655172,2.41,5.33,4.8,1,0,0,0,0,0,0,0,0,Noun,1,0,0,2.8,1,7,5,2,0.5,0.5,0.5,0
color,1.189655172,3.18,7.05,4.08,1,0,0,0,0,0,0,0,0,Noun,1,0,0,39.43,30,5,4,2,0,0,0.5,0
obvious,1.189655172,3.65,5.33,2.07,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,29.57,1,7,6,3,0,0.666666667,0.333333333,0.666666667
city,1.188679245,5.08,6.12,4.79,1,0,0,0,0,0,0,1,0,Noun,1,0,0,169.1,3,4,4,2,0,0,0.5,0.5
feel,1.186440678,4.05,6.27,2.28,1,0,0,1,0,0,0,0,1,Verb,0,0,1,627.24,17,4,3,1,0,1,0,1
leak,1.185185185,5.43,4,4.28,1,0,0,0,0,0,0,0,0,Noun,1,0,0,10.14,9,4,3,1,0,1,1,0
celebration,1.185185185,5.9,7.53,3.47,2,0,1,0,0,0,0,0,0,Noun,1,0,0,9.88,3,11,10,4,0.25,0.25,0.25,0.5
disappear,1.185185185,4.35,4.1,2.86,2,0,0,0,0,0,0,0,0,Verb,0,0,1,20.96,4,9,7,3,0,0.666666667,0.666666667,0.333333333
coincidence,1.185185185,3.86,5.58,1.57,1,0,0,0,0,0,0,0,0,Noun,1,0,0,18.59,3,11,9,4,0,0.5,0.5,0.25
corridor,1.181818182,3.53,4.76,4.72,1,0,0,0,0,0,0,0,0,Noun,1,0,0,5.57,2,8,6,3,0,0.333333333,0.666666667,0
supervisor,1.181818182,4.05,4.28,4.26,2,0,0,0,0,0,0,0,0,Noun,1,0,0,5.96,2,10,8,4,0,0,0.25,0.75
core,1.181818182,3.24,6.19,3.96,1,0,0,0,0,0,0,0,0,Noun,1,0,0,9.82,11,4,3,1,0,1,1,0
peek,1.181818182,4.29,5.37,3.62,1,0,0,1,0,0,0,0,0,Noun,1,0,0,5.33,2,4,3,1,0,1,2,0
problem,1.181818182,4.81,3.52,2.68,1,0,0,0,0,0,0,0,0,Noun,1,0,0,330.06,3,7,7,2,1,0.5,1,0
glass,1.178571429,3.14,5.48,4.82,1,0,0,0,0,0,0,0,0,Noun,1,0,0,60.71,24,5,4,1,1,1,1,1
panel,1.178571429,2.92,4.81,4.26,1,0,0,0,0,0,0,0,0,Noun,1,0,0,7.29,10,5,5,2,0,0.5,0.5,0
garlic,1.175438596,4.12,5.67,4.89,1,0,0,0,0,0,0,0,0,Noun,1,0,0,6,2,6,6,2,0,1,1,0
trunk,1.175438596,3.51,5.02,4.71,1,0,0,0,0,0,0,0,0,Noun,1,0,0,19.8,5,5,5,1,1,1,2,0
creature,1.175438596,4.77,6.06,4.07,1,0,0,0,0,0,0,0,0,Noun,1,0,0,21.41,3,8,5,2,0.5,0,0.5,0.5
surrender,1.175438596,4.58,3.73,2.63,1,0,1,0,0,0,0,0,0,Verb,0,0,1,15.47,6,9,7,3,0,0.333333333,0.333333333,0.333333333
reconsider,1.175438596,3.55,5.74,1.97,2,0,0,0,0,0,0,0,0,Verb,0,0,1,5.02,2,10,9,4,0,0.25,0.5,0.25
notion,1.175438596,4.25,5.86,1.93,1,0,0,0,0,0,0,0,0,Noun,1,0,0,6.59,4,6,5,2,0,0.5,0,0.5
carefree,1.175438596,4.15,7.32,1.88,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,1.35,2,8,6,2,0.5,0.5,0.5,0.5
unnecessary,1.175438596,3.79,4.62,1.56,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,6.2,1,11,10,5,0,0.4,0,0.4
bourbon,1.173076923,5.95,5.7,4.93,1,0,0,0,0,0,1,1,0,Noun,1,0,0,6.25,4,7,6,2,0,1,1,0
maximum,1.173076923,5.05,4.7,2.54,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,7.76,4,7,7,3,0,1,0.333333333,0.333333333
fork,1.172413793,3.35,5.47,4.9,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.82,9,4,4,1,0,1,1,1
bear,1.172413793,4.5,5.33,4.88,1,0,0,0,0,0,1,0,0,Noun,1,0,0,57.41,15,4,3,1,0,1,1,0
accountant,1.169811321,3.81,5.19,4.41,2,0,0,0,0,0,1,1,0,Noun,1,0,0,6.18,1,10,9,3,0,0.666666667,1,0
curtains,1.169491525,2.63,5.44,4.333333333,2,0,0,0,0,0,0,0,0,Noun,1,0,0,6.29,3,8,6,2,0,0.5,1,0.5
pitch,1.169491525,3.42,5.52,4,1,0,0,1,0,0,0,0,0,Noun,1,0,0,15.53,22,5,3,1,0,1,1,1
tense,1.169491525,5.32,2.75,2.35,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,10.24,8,5,3,1,0,1,1,0
precious,1.169491525,3.64,6.84,2,1,0,0,0,0,1,0,1,0,Adjective,0,1,0,23.35,5,8,6,2,0.5,0.5,0.5,1
invisible,1.166666667,3.95,5,2.83,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,12.35,2,9,9,4,0,0.5,0.25,0.5
cart,1.163636364,3.18,5.37,4.89,1,0,0,0,0,0,0,0,0,Noun,1,0,0,9.04,4,4,4,1,0,1,2,0
barn,1.163636364,3.57,6.16,4.79,1,0,0,0,0,0,0,0,0,Noun,1,0,0,13.59,2,4,4,1,0,1,1,0
quart,1.163636364,3.73,4.89,4.57,1,0,0,0,0,0,0,0,0,Noun,1,0,0,2.08,3,5,5,1,1,1,2,0
species,1.163636364,3.73,5.26,3.36,2,0,0,0,0,0,0,0,0,Noun,1,0,0,13.65,2,7,6,2,0.5,0.5,0.5,1.5
fever,1.163636364,5.02,2.92,3.27,1,0,0,0,1,0,0,0,0,Noun,1,0,0,19.94,2,5,4,2,0,0,0,1
harmless,1.163636364,3.5,6.59,1.9,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,8.65,1,8,7,2,0,1,0,1
lip,1.160714286,4.6,6.38,4.96,1,1,0,0,0,0,0,0,0,Noun,1,0,0,10.75,5,3,3,1,0,1,1,0
aisle,1.160714286,2.5,5.17,4.35,1,0,0,0,0,0,0,0,0,Noun,1,0,0,7.43,3,5,3,2,0,0.5,0,0
passage,1.160714286,3.35,5.88,3.8,1,0,1,0,0,0,0,0,0,Noun,1,0,0,7.65,20,7,5,2,0,0.5,0.5,1
limber,1.160714286,3.41,6.45,3.21,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,0.82,6,6,5,2,0,0.5,0.5,0
job,1.160714286,4,5.64,3.19,1,0,0,0,0,0,0,1,0,Noun,1,0,0,413,17,3,3,1,0,1,1,1
alive,1.160714286,5.93,6.57,3.14,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,154.47,7,5,4,2,0,0.5,0,0.5
alibi,1.160714286,4.5,4.16,2.57,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.35,3,5,5,3,0,0,0.333333333,0
unusual,1.160714286,4.15,5.81,2.21,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,23.73,3,7,9,4,0,0.5,0,0.25
innocence,1.160714286,3.65,6.73,1.89,1,0,1,0,0,0,0,0,0,Noun,1,0,0,6.59,3,9,6,3,0,0.333333333,0,0.333333333
shark,1.157894737,5.27,4.02,4.93,1,0,0,0,0,0,1,0,0,Noun,1,0,0,14.98,5,5,4,1,0,1,1,1
sofa,1.157894737,2.9,6.26,4.9,1,0,0,0,0,0,0,0,0,Noun,1,0,0,5.86,1,4,4,2,0,0,0,1
painting,1.157894737,3.25,6.9,4.59,2,0,0,0,0,0,0,0,0,Noun,1,0,0,29.2,4,8,6,2,0,1,1,0
pad,1.157894737,3.96,5.14,4.43,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.14,11,3,3,1,0,1,2,0
display,1.157894737,3.81,6.19,3.86,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.53,8,7,6,2,0.5,0,1,0.5
tow,1.157894737,3.75,5.38,3.79,1,0,0,0,0,0,0,0,0,Noun,1,0,0,5.78,2,3,2,1,0,0,1,0
choose,1.157894737,3.6,6,2.62,1,0,0,0,0,0,0,0,0,Verb,0,0,1,48.06,3,6,3,1,0,1,0,2
involve,1.157894737,3.6,5.44,2.43,1,0,0,0,0,0,0,0,0,Verb,0,0,1,6.47,7,7,6,2,0,1,0,1
